,Gene Name,UniprotIso,EnsemblID,NumEns = NumIso
1,MED4,Q9NPJ6-2,ENST00000378586.5,True
0,MED7,,ENST00000286317.6,False
1,MED7,,ENST00000420343.1,False
0,MED10,,ENST00000255764.4,False
1,MED10,,ENST00000708561.1,False
0,MED19,A0JLT2-2,ENST00000337672.9,True
1,MED19,A0JLT2-2,ENST00000645681.2,True
0,MED21,,ENST00000282892.4,False
0,MED1,O95243-1,ENST00000249910.5,True
1,MED1,O95243-6,ENST00000393278.6,True
2,MED1,O95243-2,ENST00000429544.7,True
3,MED1,O95243-3,ENST00000503197.5,True
4,MED1,O95243-5,ENST00000507208.1,True
0,MED1,Q15648-1,ENST00000300651.11,True
1,MED1,Q15648-3,ENST00000394287.7,True
0,MED31,,ENST00000225728.8,False
0,MED9,,ENST00000268711.4,False
0,MED26,O95402-1,ENST00000263390.8,True
1,MED26,O95402-2,ENST00000611692.4,True
0,MED15,Q96RN5-1,ENST00000263205.11,True
1,MED15,Q96RN5-2,ENST00000292733.11,True
2,MED15,Q96RN5-3,ENST00000382974.6,True
0,MED16,Q9Y2X0-3,ENST00000312090.10,False
1,MED16,Q9Y2X0-1,ENST00000325464.6,False
2,MED16,Q9Y2X0-2,ENST00000395808.7,False
0,MED23,Q9ULK4-3,ENST00000354577.8,False
1,MED23,Q9ULK4-2,ENST00000368053.8,False
2,MED23,Q9ULK4-5,ENST00000368060.7,False
3,MED23,Q9ULK4-1,ENST00000368068.8,False
4,MED23,Q9ULK4-6,ENST00000539158.1,False
0,MED24,O75448-2,ENST00000356271.7,False
1,MED24,O75448-2,ENST00000394127.6,False
2,MED24,O75448-1,ENST00000394128.7,False
0,MED25,Q71SY5-1,ENST00000312865.10,False
1,MED25,Q71SY5-6,ENST00000538643.5,False
0,MED25,,ENST00000268711.4,False
0,MED29,Q9NX70-1,ENST00000315588.11,True
1,MED29,Q9NX70-2,ENST00000594368.5,True
0,MED12,Q93074-1,ENST00000374080.8,True
1,MED12,Q93074-2,ENST00000374102.6,True
2,MED12,Q93074-3,ENST00000692304.1,True
0,MED13,,ENST00000397786.7,False
0,CDK8,P49336-1,ENST00000381527.8,False
0,CCNC,P24863-1,ENST00000520429.6,False
1,CCNC,P24863-2,ENST00000523799.5,False
2,CCNC,P24863-2,ENST00000523985.5,False
0,MED12L,Q86YW9-3,ENST00000309237.8,False
1,MED12L,Q86YW9-2,ENST00000422248.6,False
2,MED12L,Q86YW9-1,ENST00000474524.5,False
0,MED13L,,ENST00000281928.9,False
0,CDK19,Q9BWU1-2,ENST00000323817.7,True
1,CDK19,Q9BWU1-1,ENST00000368911.8,True
0,EP300,,ENST00000263253.9,False
1,EP300,,ENST00000715703.1,False
0,CREBBP,Q92793-1,ENST00000262367.10,True
1,CREBBP,Q92793-2,ENST00000382070.7,True
0,ATXN7,O15265-1,ENST00000295900.10,False
1,ATXN7,O15265-3,ENST00000484332.1,False
2,ATXN7,O15265-1,ENST00000487717.5,False
3,ATXN7,O15265-2,ENST00000522345.2,False
4,ATXN7,O15265-1,ENST00000674280.1,False
0,ATXN7L3,Q14CW9-1,ENST00000389384.8,False
1,ATXN7L3,Q14CW9-2,ENST00000454077.6,False
2,ATXN7L3,Q14CW9-1,ENST00000587097.6,False
0,ENY2,Q9NPA8-2,ENST00000521662.5,True
1,ENY2,Q9NPA8-1,ENST00000521688.6,True
0,USP22,Q9UPT9-1,ENST00000261497.9,True
1,USP22,Q9UPT9-2,ENST00000537526.6,True
0,KAT2A,Q92830-1,ENST00000225916.10,False
0,SGF29,,ENST00000317058.8,False
0,TADA2B,Q86TJ2-1,ENST00000310074.8,True
1,TADA2B,Q86TJ2-2,ENST00000512388.1,True
2,TADA2B,Q86TJ2-3,ENST00000515646.1,True
0,TADA3,O75528-1,ENST00000301964.7,False
1,TADA3,O75528-2,ENST00000343450.2,False
2,TADA3,O75528-1,ENST00000440161.5,False
0,SF3B3,Q15393-1,ENST00000302516.10,False
0,SF3B5,,ENST00000367569.4,False
0,SUPT3H,O75486-1,ENST00000371459.6,False
1,SUPT3H,O75486-4,ENST00000371460.5,False
2,SUPT3H,O75486-1,ENST00000475057.5,False
0,SUPT7L,O94864-1,ENST00000337768.10,False
1,SUPT7L,O94864-4,ENST00000404798.6,False
2,SUPT7L,O94864-2,ENST00000405491.5,False
3,SUPT7L,O94864-2,ENST00000406540.5,False
4,SUPT7L,O94864-2,ENST00000464789.2,False
0,SUPT20H,Q8NEM7-1,ENST00000350612.11,False
1,SUPT20H,Q8NEM7-2,ENST00000356185.7,False
2,SUPT20H,Q8NEM7-2,ENST00000360252.8,False
3,SUPT20H,Q8NEM7-2,ENST00000464744.5,False
4,SUPT20H,Q8NEM7-3,ENST00000475892.5,False
0,TADA1,,ENST00000367874.5,False
0,TAF5L,O75529-1,ENST00000258281.7,True
1,TAF5L,O75529-2,ENST00000366675.3,True
0,TAF6L,,ENST00000294168.8,False
0,TAF9B,,ENST00000341864.6,False
0,TAF10,,ENST00000299424.9,False
0,TAF12,Q16514-1,ENST00000263974.4,False
1,TAF12,Q16514-1,ENST00000373824.9,False
2,TAF12,Q16514-1,ENST00000685312.1,False
3,TAF12,Q16514-1,ENST00000689843.1,False
4,TAF12,Q16514-1,ENST00000692098.1,False
0,TRRAP,Q9Y4A5-2,ENST00000355540.7,True
1,TRRAP,Q9Y4A5-1,ENST00000359863.8,True
0,EP400,Q96L91-2,ENST00000389561.7,False
0,DMAP1,,ENST00000315913.9,False
1,DMAP1,,ENST00000361745.10,False
2,DMAP1,,ENST00000372289.7,False
0,EPC1,Q9H2F5-1,ENST00000263062.8,True
1,EPC1,Q9H2F5-2,ENST00000319778.11,True
2,EPC1,Q9H2F5-3,ENST00000375110.6,True
0,ACTB,,ENST00000493945.6,False
1,ACTB,,ENST00000642480.2,False
2,ACTB,,ENST00000646664.1,False
3,ACTB,,ENST00000674681.1,False
4,ACTB,,ENST00000675515.1,False
0,VPS72,Q15906-2,ENST00000354473.4,True
1,VPS72,Q15906-1,ENST00000368892.9,True
0,RUVBL1,Q9Y265-1,ENST00000322623.10,False
0,RUVBL2,Q9Y230-1,ENST00000595090.6,False
0,H2AZ,,ENST00000296417.6,False
0,GTF2A1,P52655-2,ENST00000434192.2,True
1,GTF2A1,P52655-1,ENST00000553612.6,True
0,GTF2A2,,ENST00000396060.7,False
1,GTF2A2,,ENST00000396061.5,False
2,GTF2A2,,ENST00000396063.5,False
0,GTF2E1,,ENST00000283875.6,False
0,GTF2E2,,ENST00000355904.9,False
0,GTF2F1,,ENST00000394456.10,False
0,GTF2F2,,ENST00000340473.8,False
0,ERCC3,,ENST00000285398.7,False
0,GTF2H1,P32780-1,ENST00000265963.9,False
1,GTF2H1,P32780-1,ENST00000453096.6,False
2,GTF2H1,P32780-2,ENST00000534641.5,False
3,GTF2H1,P32780-1,ENST00000672527.1,False
4,GTF2H1,P32780-1,ENST00000672827.1,False
5,GTF2H1,P32780-2,ENST00000672845.1,False
0,ERCC2,P18074-1,ENST00000391945.10,False
1,ERCC2,P18074-2,ENST00000485403.6,False
2,ERCC2,P18074-1,ENST00000682414.1,False
0,CDK7,,ENST00000256443.8,False
1,CDK7,,ENST00000615305.4,False
0,CCNH,,ENST00000256897.9,False
1,CCNH,,ENST00000713562.1,False
0,MNAT1,P51948-1,ENST00000261245.9,True
1,MNAT1,P51948-2,ENST00000539616.6,True
0,SUPT16H,,ENST00000216297.7,False
0,SSRP1,,ENST00000278412.7,False
0,NELFA,Q9H3P2-1,ENST00000382882.9,False
0,NELFB,Q8WX92-2,ENST00000343053.6,False
0,NELFE,P18615-3,ENST00000375425.9,False
1,NELFE,P18615-1,ENST00000375429.8,False
2,NELFE,P18615-1,ENST00000383174.8,False
3,NELFE,P18615-1,ENST00000383343.8,False
4,NELFE,P18615-1,ENST00000429857.6,False
5,NELFE,P18615-4,ENST00000444811.6,False
6,NELFE,P18615-1,ENST00000448628.6,False
7,NELFE,P18615-1,ENST00000457397.6,False
0,NELFCD,Q8IXH7-4,ENST00000652272.2,False
0,SUPT4H1,,ENST00000225504.8,False
1,SUPT4H1,,ENST00000580947.1,False
0,SUPT5H,O00267-2,ENST00000359191.10,False
1,SUPT5H,O00267-2,ENST00000402194.6,False
2,SUPT5H,O00267-1,ENST00000432763.7,False
3,SUPT5H,O00267-1,ENST00000598725.5,False
4,SUPT5H,O00267-1,ENST00000599117.5,False
0,INTS1,,ENST00000404767.8,False
0,INTS4,Q96HW7-2,ENST00000525931.2,False
1,INTS4,Q96HW7-2,ENST00000529807.5,False
2,INTS4,Q96HW7-1,ENST00000534064.6,False
3,INTS4,Q96HW7-2,ENST00000695100.1,False
0,INTS7,Q9NVH2-3,ENST00000366992.7,True
1,INTS7,Q9NVH2-2,ENST00000366993.7,True
2,INTS7,Q9NVH2-1,ENST00000366994.8,True
3,INTS7,Q9NVH2-4,ENST00000440600.6,True
0,INTS2,,ENST00000444766.7,False
0,INTS5,,ENST00000330574.2,False
0,INTS8,Q75QN2-1,ENST00000523731.6,False
0,INTS10,,ENST00000397977.8,False
0,INTS9,Q9NV88-2,ENST00000416984.6,True
1,INTS9,Q9NV88-1,ENST00000521022.6,True
2,INTS9,Q9NV88-3,ENST00000521777.5,True
0,INTS12,,ENST00000340139.10,False
1,INTS12,,ENST00000394735.5,False
2,INTS12,,ENST00000451321.6,False
0,SETD1A,,ENST00000262519.14,False
1,SETD1A,,ENST00000684162.1,False
2,SETD1A,,ENST00000710314.1,False
0,SETD1B,Q9UPS6-2,ENST00000542440.5,False
1,SETD1B,Q9UPS6-1,ENST00000604567.6,False
2,SETD1B,Q9UPS6-1,ENST00000619791.1,False
0,DPY30,,ENST00000295066.3,False
1,DPY30,,ENST00000342166.10,False
0,ASH2L,Q9UBL3-1,ENST00000343823.11,True
1,ASH2L,Q9UBL3-3,ENST00000428278.6,True
2,ASH2L,Q9UBL3-2,ENST00000521652.5,True
0,WDR5,,ENST00000358625.4,False
0,WDR82,,ENST00000296490.8,False
0,CXXC1,Q9P0U4-1,ENST00000285106.11,True
1,CXXC1,Q9P0U4-2,ENST00000412036.6,True
0,RBBP5,Q15291-1,ENST00000264515.11,True
1,RBBP5,Q15291-2,ENST00000367164.1,True
0,KMT2A,Q03164-1,ENST00000389506.10,True
1,KMT2A,Q03164-3,ENST00000534358.8,True
2,KMT2A,Q03164-2,ENST00000649699.1,True
0,KMT2B,,ENST00000420124.4,False
0,KMT2D,O14686-1,ENST00000301067.12,True
1,KMT2D,O14686-3,ENST00000685166.1,True
0,AFF1,P51825-1,ENST00000307808.10,True
1,AFF1,P51825-2,ENST00000395146.9,True
2,AFF1,P51825-3,ENST00000544085.6,True
0,LEO1,Q8WVC0-1,ENST00000299601.10,True
1,LEO1,Q8WVC0-2,ENST00000315141.5,True
0,DOT1L,Q8TEK3-2,ENST00000398665.8,False
0,ELL,,ENST00000262809.9,False
0,CTR9,,ENST00000361367.7,False
1,CTR9,,ENST00000715696.1,False
0,PAF1,,ENST00000357039.9,False
1,PAF1,,ENST00000520103.5,False
2,PAF1,,ENST00000522527.5,False
0,PAF1,Q8N7H5-1,ENST00000221265.8,False
1,PAF1,Q8N7H5-3,ENST00000595564.5,False
0,CDC73,,ENST00000367435.5,False
0,WDR61,,ENST00000267973.7,False
1,WDR61,,ENST00000558311.5,False
0,ELOA,Q14241-2,ENST00000613537.5,False
0,UBE2A,P49459-1,ENST00000371558.7,False
1,UBE2A,P49459-2,ENST00000625938.2,False
2,UBE2A,P49459-3,ENST00000630695.2,False
3,UBE2A,P49459-1,ENST00000696534.1,False
0,HUWE1,Q7Z6Z7-1,ENST00000262854.11,True
1,HUWE1,Q7Z6Z7-1,ENST00000342160.7,True
2,HUWE1,Q7Z6Z7-3,ENST00000612484.4,True
0,MLLT1,,ENST00000252674.9,False
0,MLLT10,P55197-4,ENST00000307729.12,False
1,MLLT10,P55197-4,ENST00000377059.7,False
2,MLLT10,P55197-1,ENST00000377072.8,False
3,MLLT10,P55197-2,ENST00000377091.7,False
4,MLLT10,P55197-3,ENST00000377100.8,False
5,MLLT10,P55197-2,ENST00000621220.4,False
6,MLLT10,P55197-4,ENST00000631589.1,False
7,MLLT10,P55197-3,ENST00000652497.1,False
0,SUPT6H,Q7KZ85-1,ENST00000314616.11,False
1,SUPT6H,Q7KZ85-1,ENST00000347486.8,False
0,TRIM28,Q13263-1,ENST00000253024.10,True
1,TRIM28,Q13263-2,ENST00000341753.10,True
0,AFF4,Q9UHB7-1,ENST00000265343.10,False
1,AFF4,Q9UHB7-2,ENST00000378595.7,False
0,KAT2B,,ENST00000263754.5,False
0,KAT5,Q92993-3,ENST00000341318.9,True
1,KAT5,Q92993-2,ENST00000352980.8,True
2,KAT5,Q92993-1,ENST00000377046.7,True
3,KAT5,Q92993-4,ENST00000530446.5,True
0,KAT6A,,ENST00000265713.8,False
1,KAT6A,,ENST00000396930.4,False
0,KAT6B,Q8WYB5-1,ENST00000287239.10,False
1,KAT6B,Q8WYB5-2,ENST00000372711.2,False
2,KAT6B,Q8WYB5-3,ENST00000372714.6,False
3,KAT6B,Q8WYB5-2,ENST00000372724.6,False
4,KAT6B,Q8WYB5-3,ENST00000372725.6,False
5,KAT6B,Q8WYB5-3,ENST00000628038.3,False
6,KAT6B,Q8WYB5-2,ENST00000628523.3,False
7,KAT6B,Q8WYB5-3,ENST00000629233.3,False
8,KAT6B,Q8WYB5-2,ENST00000629879.2,False
9,KAT6B,Q8WYB5-1,ENST00000630001.4,False
10,KAT6B,Q8WYB5-1,ENST00000647630.1,False
11,KAT6B,Q8WYB5-1,ENST00000648605.1,False
12,KAT6B,Q8WYB5-1,ENST00000648725.1,False
13,KAT6B,Q8WYB5-3,ENST00000648892.1,False
14,KAT6B,Q8WYB5-3,ENST00000649006.1,False
15,KAT6B,Q8WYB5-1,ENST00000649463.1,False
16,KAT6B,Q8WYB5-3,ENST00000649574.1,False
17,KAT6B,Q8WYB5-3,ENST00000650575.1,False
0,KAT8,Q9H7Z6-1,ENST00000219797.9,False
1,KAT8,Q9H7Z6-2,ENST00000448516.6,False
2,KAT8,Q9H7Z6-1,ENST00000543774.6,False
0,POLR2B,,ENST00000314595.6,False
1,POLR2B,,ENST00000381227.5,False
0,POLR2C,,ENST00000219252.10,False
0,POLR2A,,ENST00000219252.10,False
0,POLR2J,,ENST00000292614.10,False
0,POLR2K,,ENST00000353107.8,False
0,POLR2D,,ENST00000272645.9,False
0,POLR2H,P52434-4,ENST00000429568.1,False
1,POLR2H,P52434-2,ENST00000430783.5,False
2,POLR2H,P52434-3,ENST00000438240.5,False
3,POLR2H,P52434-5,ENST00000443489.5,False
4,POLR2H,P52434-3,ENST00000452961.5,False
5,POLR2H,P52434-1,ENST00000456318.6,False
0,POLR2G,,ENST00000301788.12,False
0,POLR2F,,ENST00000442738.7,False
0,POLR2E,,ENST00000586746.5,False
1,POLR2E,,ENST00000612655.4,False
2,POLR2E,,ENST00000615234.5,False
0,CDK12,Q9NYV4-2,ENST00000430627.6,False
1,CDK12,Q9NYV4-1,ENST00000447079.6,False
0,CCNK,O75909-3,ENST00000389879.9,False
0,CDK13,Q14004-1,ENST00000181839.10,True
1,CDK13,Q14004-2,ENST00000340829.10,True
0,CDK9,P50750-1,ENST00000373264.5,False
0,CCNT1,O60563-1,ENST00000261900.8,False
1,CCNT1,O60563-2,ENST00000417344.2,False
2,CCNT1,O60563-2,ENST00000618666.4,False
0,CCNT2,O60583-1,ENST00000264157.10,True
1,CCNT2,O60583-2,ENST00000295238.11,True
0,NCOA1,Q15788-2,ENST00000288599.9,False
1,NCOA1,Q15788-1,ENST00000348332.8,False
2,NCOA1,Q15788-3,ENST00000395856.3,False
3,NCOA1,Q15788-2,ENST00000405141.5,False
4,NCOA1,Q15788-1,ENST00000406961.5,False
0,NCOA3,Q9Y6Q9-3,ENST00000371997.3,False
1,NCOA3,Q9Y6Q9-1,ENST00000371998.8,False
2,NCOA3,Q9Y6Q9-5,ENST00000372004.7,False
0,NCOA6,,ENST00000359003.7,False
1,NCOA6,,ENST00000374796.6,False
0,CHD1,O14646-1,ENST00000614616.5,False
0,SMARCA5,,ENST00000283131.4,False
0,MAZ,P56270-2,ENST00000219782.11,True
1,MAZ,P56270-1,ENST00000322945.11,True
2,MAZ,P56270-3,ENST00000545521.5,True
3,MAZ,P56270-4,ENST00000562337.5,True
0,BPTF,Q12830-2,ENST00000306378.11,False
1,BPTF,Q12830-1,ENST00000321892.8,False
0,ARID1A,O14497-1,ENST00000324856.13,True
1,ARID1A,O14497-3,ENST00000374152.7,True
2,ARID1A,O14497-2,ENST00000457599.7,True
0,ARID1B,Q8NFD5-2,ENST00000346085.10,False
1,ARID1B,Q8NFD5-5,ENST00000350026.11,False
2,ARID1B,Q8NFD5-3,ENST00000636930.2,False
0,ARID2,Q68CP9-1,ENST00000334344.11,False
0,ARID4A,P29374-3,ENST00000348476.7,False
1,ARID4A,P29374-1,ENST00000355431.8,False
2,ARID4A,P29374-2,ENST00000395168.7,False
3,ARID4A,P29374-3,ENST00000431317.6,False
0,ARID4B,Q4LE39-1,ENST00000264183.9,True
1,ARID4B,Q4LE39-2,ENST00000349213.7,True
2,ARID4B,Q4LE39-1,ENST00000366603.6,True
3,ARID4B,Q4LE39-3,ENST00000421364.5,True
0,SMARCB1,Q12824-2,ENST00000407422.8,False
1,SMARCB1,Q12824-1,ENST00000618915.3,False
2,SMARCB1,Q12824-2,ENST00000631333.2,False
3,SMARCB1,Q12824-1,ENST00000644036.2,False
0,INO80B,,ENST00000233331.12,False
0,SMARCA4,P51532-1,ENST00000344626.10,False
1,SMARCA4,P51532-1,ENST00000429416.8,False
2,SMARCA4,P51532-5,ENST00000444061.8,False
3,SMARCA4,P51532-4,ENST00000541122.6,False
4,SMARCA4,P51532-3,ENST00000589677.5,False
5,SMARCA4,P51532-2,ENST00000590574.6,False
6,SMARCA4,P51532-4,ENST00000643296.1,False
7,SMARCA4,P51532-4,ENST00000644737.1,False
8,SMARCA4,P51532-5,ENST00000645460.1,False
9,SMARCA4,P51532-2,ENST00000646484.1,False
10,SMARCA4,P51532-2,ENST00000646510.1,False
11,SMARCA4,P51532-2,ENST00000647230.1,False
0,SMARCD1,Q96GM5-2,ENST00000381513.8,True
1,SMARCD1,Q96GM5-1,ENST00000394963.9,True
0,SMARCA1,P28370-1,ENST00000371122.8,False
0,SMARCC1,,ENST00000254480.10,False
0,SMARCC2,Q8TAQ2-1,ENST00000267064.8,True
1,SMARCC2,Q8TAQ2-2,ENST00000347471.8,True
2,SMARCC2,Q8TAQ2-3,ENST00000394023.7,True
0,SMARCD2,Q92925-3,ENST00000323347.14,False
1,SMARCD2,Q92925-1,ENST00000448276.7,False
0,SMARCD3,Q6STE5-1,ENST00000262188.13,False
1,SMARCD3,Q6STE5-2,ENST00000356800.6,False
2,SMARCD3,Q6STE5-2,ENST00000392811.6,False
0,SMARCE1,Q969G3-2,ENST00000264640.9,False
1,SMARCE1,Q969G3-1,ENST00000348513.12,False
2,SMARCE1,Q969G3-5,ENST00000377808.9,False
3,SMARCE1,Q969G3-6,ENST00000400122.8,False
4,SMARCE1,Q969G3-2,ENST00000447024.6,False
5,SMARCE1,Q969G3-3,ENST00000578044.6,False
6,SMARCE1,Q969G3-3,ENST00000643318.1,False
7,SMARCE1,Q969G3-1,ENST00000643683.1,False
8,SMARCE1,Q969G3-2,ENST00000644701.1,False
9,SMARCE1,Q969G3-4,ENST00000647508.1,False
0,SMARCAD1,Q9H4L7-1,ENST00000354268.9,False
1,SMARCAD1,Q9H4L7-2,ENST00000359052.8,False
2,SMARCAD1,Q9H4L7-2,ENST00000457823.6,False
3,SMARCAD1,Q9H4L7-3,ENST00000509418.1,False
