,Prot1,Prot2,Attractive e (mf),Repulsive e (mf),Total e (mf),Attractive e (cf),Repulsive e (cf),Total e (cf)
38,38.0,Staller2022_syntheticDBD,-2.1922748375961976,,-2.7599109967200732,-2.6782118275203244,,-2.9713228974435744
39,39.0,Staller2022_syntheticDBD,-1.749872044658632,,-2.3234182603694036,-2.216835158516369,,-2.495448564461217
40,40.0,Staller2022_syntheticDBD,-2.095645483764388,,-2.6633173348530397,-2.6833746895834274,,-2.969005465197558
41,41.0,Staller2022_syntheticDBD,-2.0825859829195412,,-2.651901960067895,-2.6269229395752194,,-2.92262570792008
42,42.0,Staller2022_syntheticDBD,-2.1836447265435663,,-2.751323343121573,-2.15625956560641,,-2.448994926879454
43,43.0,Staller2022_syntheticDBD,-2.177536988720808,,-2.7474403776313734,-2.541011340479149,,-2.836719152499331
44,44.0,Staller2022_syntheticDBD,-2.0209434971318565,,-2.5903758784965545,-2.5584645190811144,,-2.8540486653498824
45,45.0,Staller2022_syntheticDBD,-1.7347843891276435,,-2.307698429094926,-2.144065622460469,,-2.421049889582516
46,46.0,Staller2022_syntheticDBD,-2.191315753928322,,-2.7604744800239134,-2.5091370575664538,,-2.8021794146736774
47,47.0,Staller2022_syntheticDBD,-1.856711253047523,,-2.4288397923847382,-1.9252354562306955,0.12837316232555288,-2.17024379580894
48,48.0,Staller2022_syntheticDBD,-2.177536988720808,,-2.747440377631375,-2.5410113404791486,,-2.836719152499338
49,49.0,Staller2022_syntheticDBD,-1.741460129481865,,-2.314916571283134,-2.184550910939937,,-2.4637356391135903
50,50.0,Staller2022_syntheticDBD,-2.1836447265435663,,-2.751323343121573,-2.15625956560641,,-2.448994926879454
51,51.0,Staller2022_syntheticDBD,-1.7025321176806278,,-2.2719137798108244,-1.908920904818008,0.18619492826526987,-2.095130766946678
52,52.0,Staller2022_syntheticDBD,-2.6487438927724867,,-3.213670590927327,-3.036277339985302,,-3.315301154844267
53,53.0,Staller2022_syntheticDBD,-2.1810380264644893,,-2.7486155552816003,-2.133202195999174,0.0020982818496739775,-2.4217199232769495
54,54.0,Staller2022_syntheticDBD,-2.181038026464489,,-2.7486155552816003,-2.133202195999174,0.0020982818496735334,-2.4217199232769495
55,55.0,Staller2022_syntheticDBD,-2.0874613111622975,,-2.654073203843864,-2.659240606299817,,-2.936648125083156
56,56.0,Staller2022_syntheticDBD,-1.7544410542652031,,-2.3252790058591684,-2.2769639211715282,,-2.538291959986335
57,57.0,Staller2022_syntheticDBD,-2.043331424906172,,-2.6101055394584742,-2.5612863159829375,,-2.841414930960827
58,58.0,Staller2022_syntheticDBD,-2.043331424906172,,-2.6101055394584742,-2.5612863159829375,,-2.841414930960827
59,59.0,Staller2022_syntheticDBD,-2.1893618188809354,,-2.7568927105938945,-2.679670337056847,,-2.9728688722031045
60,60.0,Staller2022_syntheticDBD,-2.1810380264644893,,-2.7486155552816003,-2.1332021959991745,0.0020982818496737554,-2.4217199232769566
61,61.0,Staller2022_syntheticDBD,-2.183439798724143,,-2.7536446358389055,-2.5886649961828483,,-2.8773424810055097
62,62.0,Staller2022_syntheticDBD,-2.1109812155015666,,-2.6581062182754245,-2.678791758682833,,-2.9632490364262445
63,63.0,Staller2022_syntheticDBD,-2.180858298839604,,-2.751323343121573,-2.320903169510959,,-2.448994926879454
64,64.0,Staller2022_syntheticDBD,-2.1247517452012623,,-2.6519019600678932,-2.6443158684829524,,-2.92262570792008
65,65.0,Staller2022_syntheticDBD,-2.184353505513235,,-2.760692924290405,-2.658584576656734,,-2.9305443254845756
66,66.0,Staller2022_syntheticDBD,-2.123334818904328,,-2.5904119226187508,-2.614160498644219,,-2.8519565886252316
67,67.0,Staller2022_syntheticDBD,-2.1738112767910245,,-2.7302881134754227,-2.6077663613138613,,-2.560525359441037
68,68.0,Staller2022_syntheticDBD,-2.175285443431678,,-2.743912834886074,-2.6501903773200564,,-2.943430529754206
69,69.0,Staller2022_syntheticDBD,-0.1982055134979145,0.35909249826535466,0.09612300668940144,-0.11565902618436193,2.213897442143722,2.346217287241636
70,70.0,Staller2022_syntheticDBD,-0.11253620175719183,0.7078168503237493,0.5498204585530297,-0.49597690248914855,1.2718543905015627,0.39588955189398334
71,71.0,Staller2022_syntheticDBD,,2.1038921426155137,2.6128288817158234,-0.31856013156343393,2.149617316965973,2.5539067080631632
72,72.0,Staller2022_syntheticDBD,,0.9337870827784824,1.4481009906786007,-0.3920653818770689,1.0610440915375041,0.10922392175633178
73,73.0,Staller2022_syntheticDBD,-0.07235404810234682,0.9980317828621341,1.3696695918666926,-0.19387697927174627,0.8669989945967047,0.8447153580468019
74,74.0,Staller2022_syntheticDBD,,1.2733912845329802,1.6170407469657082,-0.1333156572077594,1.7595223127147994,1.7660644283086349
75,75.0,Staller2022_syntheticDBD,,3.5636520892026446,3.6292684533249764,,4.562010283782371,4.919786887153581
76,76.0,Staller2022_syntheticDBD,,2.796877764103428,2.789023375799479,,3.2329481518728582,3.54381580437569
77,77.0,Staller2022_syntheticDBD,,2.6499003708261104,2.101837666970998,,3.4178853253172417,3.2112163880791833
78,78.0,Staller2022_syntheticDBD,,2.8258475512605123,2.806767719221325,,3.512544660330857,3.959565326591438
79,79.0,Staller2022_syntheticDBD,,2.85665919865196,2.838738697347435,,3.4720719725637172,3.9215338647516624
80,80.0,Staller2022_syntheticDBD,,1.823834032470014,1.6906591320957531,-0.06911102887322318,1.7665456628644658,1.9891366873836525
81,81.0,Staller2022_syntheticDBD,,2.437247689031739,2.326846143448628,-0.4012344209059928,2.307066450247257,2.353637323040118
82,82.0,Staller2022_syntheticDBD,,2.489039283867018,2.5531068743074004,-0.5124430018239776,2.375174432618887,2.5705678434423582
83,83.0,Staller2022_syntheticDBD,,1.8412202502000437,2.4750539496282737,-0.4618461508910307,1.8272785952641613,2.132359926495937
84,84.0,Staller2022_syntheticDBD,-2.3611837502418664,,-3.1279326833140093,-2.6815554022383283,,-3.089902308257546
85,85.0,Staller2022_syntheticDBD,,2.6117546292781912,2.4414826490433237,-0.1986244233987895,2.406472310266994,2.7520636371475646
86,86.0,Staller2022_syntheticDBD,-0.8672421377467873,0.46901989775774994,-1.9939739520884006,-1.4468850883775672,1.107151878059644,-2.6114300504997185
87,87.0,Staller2022_syntheticDBD,-0.9587763640910082,0.09271952509681043,-1.3521183635271825,-2.487784177951115,,-2.4786078923735175
88,88.0,Staller2022_syntheticDBD,-0.1589149230738191,0.33125404840587014,0.37257059008472826,-0.3795918944594797,1.1703591132384281,1.3184291900729015
89,89.0,Staller2022_syntheticDBD,-1.2292170111407004,0.5798677221396784,-3.39881554801597,-1.7484583894025225,1.3527844900421553,-4.136651327912331
90,90.0,Staller2022_syntheticDBD,-2.1775540709015253,,-2.7638464801100318,-2.6880709497069373,,-3.2846640375656726
91,91.0,Staller2022_syntheticDBD,-1.2339082179483987,0.5407816687710337,-3.391605293528309,-1.6627353217540193,1.284283230566784,-3.3168694231707487
92,92.0,Staller2022_syntheticDBD,,1.8126515647343293,1.7791630272548344,-0.18846317377280847,1.9785992569094224,2.105049347884009
93,93.0,Staller2022_syntheticDBD,-1.2354602695947268,0.5437237818242018,-3.3741690291978594,-1.6465125798077176,1.311677541911434,-3.4590493349424403
94,94.0,Staller2022_syntheticDBD,-1.2322821390393883,0.5416779736569189,-3.3916052935283094,-1.629236296598061,1.297198725245611,-3.3168694231707487
95,95.0,Staller2022_syntheticDBD,-1.2392333804615763,0.5439692713338469,-3.3690462304028537,-1.6357771845060602,1.332587915759179,-3.5740785498692116
96,96.0,Staller2022_syntheticDBD,-1.2343587143483823,0.5496538489847433,-3.2767745774863566,-1.6489341244434506,1.3456911396145532,-3.6872805509706232
97,97.0,Staller2022_syntheticDBD,-1.0947918273192054,0.4624054187606254,-3.0001962185735134,-1.5899528138840835,1.1700742650976566,-3.655721088793829
98,98.0,Staller2022_syntheticDBD,-1.059797813946555,0.48229432267192124,-3.0001962185735134,-1.5710739628965396,1.1971022118306989,-3.655721088793827
99,99.0,Staller2022_syntheticDBD,-1.2353101007446128,0.5426381491230335,-3.402620123939266,-1.6060027340331984,1.3905791148187,-3.4750449720491137
100,100.0,Staller2022_syntheticDBD,-1.049134277843412,0.512176010978736,-2.9682627168100053,-1.4717847996212379,1.2605590191804752,-3.4256388221285032
101,101.0,Staller2022_syntheticDBD,-1.1873383164171634,0.5560146192597895,-3.2355308332233625,-1.6779801719203569,1.3390365925229812,-3.7554179446551252
102,102.0,Staller2022_syntheticDBD,-1.1050833743755342,0.5459726443818059,-2.8985669634713376,-1.4641574617025184,1.4375843859901043,-2.885778214716783
103,103.0,Staller2022_syntheticDBD,-1.1548771597506409,0.5392246957086598,-3.0730735528094937,-1.5302344164007,1.373150336418936,-3.078133313982871
104,104.0,Staller2022_syntheticDBD,-1.2377101150049825,0.5449900283956531,-3.4047082404486684,-1.6605517730301926,1.3436929069523984,-3.710068932847605
105,105.0,Staller2022_syntheticDBD,-1.0611282054428575,0.5000655367265354,-2.9913620801150715,-1.5449495989265547,1.2546008784306468,-3.614221544706396
106,106.0,Staller2022_syntheticDBD,-1.0517417449030226,0.48921789693420303,-2.9831708893150077,-1.5527718970272542,1.186339599404108,-3.5536876409967206
107,107.0,Staller2022_syntheticDBD,-1.2192634361596082,0.54891470967897,-3.280726387504376,-1.6619641288135059,1.37213998388839,-3.727295572853258
108,108.0,Staller2022_syntheticDBD,-1.2325842485204526,0.5479922231876126,-3.34378602119578,-1.6562410574503719,1.3649667019378369,-3.4476103812605494
109,109.0,Staller2022_syntheticDBD,-1.2236548801520135,0.5506617361489442,-3.2807263875043753,-1.675662105275065,1.355048449848808,-3.727295572853258
110,110.0,Staller2022_syntheticDBD,-1.1946904962308194,0.5320611339229943,-2.9437409987196155,-1.6567735511944692,1.2783230104097947,-3.2684055040467648
111,111.0,Staller2022_syntheticDBD,-1.2330267921013738,0.5454419894951013,-3.3881465953108285,-1.6893042232796043,1.3377981054620067,-3.851320047928132
112,112.0,Staller2022_syntheticDBD,-0.16770946842253054,0.47220082807849484,-0.5494229311448748,-1.4476350064239045,0.4547490442472243,-2.8083118929929967
113,113.0,Staller2022_syntheticDBD,-1.22951247730118,0.5471814676628952,-3.39881554801597,-1.6997497561871446,1.3654807644518534,-4.136651327912331
114,114.0,Staller2022_syntheticDBD,-1.2560238910229458,0.5989871954750003,-3.772643938924163,-1.6709105628095273,1.3614690953817081,-3.1609948558641516
115,115.0,Staller2022_syntheticDBD,-1.2539648029405701,0.5985437216405488,-3.790080203254613,-1.6380021296037193,1.386319622238357,-3.01881494409246
116,116.0,Staller2022_syntheticDBD,-1.2557069672314696,0.6063425115040825,-3.7840044073129775,-1.6996380098476673,1.3651626032623498,-3.399236766181499
117,117.0,Staller2022_syntheticDBD,-1.253724041559743,0.6048643204914119,-3.6752494872126613,-1.6696791286123944,1.3698705884286664,-3.3892260718923346
118,118.0,Staller2022_syntheticDBD,-1.1253233008860726,0.5008024528328747,-3.3986711282998168,-1.595937406039363,1.2193833026678185,-3.3576666097155403
119,119.0,Staller2022_syntheticDBD,-1.0905076432210368,0.525982090717704,-3.3986711282998163,-1.5765237993943897,1.2460143998914863,-3.3576666097155403
120,120.0,Staller2022_syntheticDBD,-1.2611880302010667,0.591820976431878,-3.801095033665571,-1.6124173810544606,1.425734543216958,-3.176990492970825
121,121.0,Staller2022_syntheticDBD,-1.0799742767295937,0.5595661433416089,-3.3667376265363087,-1.474715379288635,1.3069965755534598,-3.1275843430502146
122,122.0,Staller2022_syntheticDBD,-1.2147445713132226,0.6052604716972183,-3.6340057429496655,-1.6861550667258511,1.3781369090158249,-3.4573634655768366
123,123.0,Staller2022_syntheticDBD,-1.1357727842129735,0.5896821285860461,-3.2970418731976405,-1.4670581642220344,1.467769832802202,-2.5877237356384946
124,124.0,Staller2022_syntheticDBD,-1.1838178046643746,0.5837482510903792,-3.4715484625357984,-1.5348783757011735,1.406741647784564,-2.7800788349045824
125,125.0,Staller2022_syntheticDBD,-1.2635329714530643,0.5943197154120866,-3.8031831501749718,-1.6682884295657214,1.3824986634083443,-3.4120144537693164
126,126.0,Staller2022_syntheticDBD,-1.091787433867073,0.5455075207591971,-3.3898369898413763,-1.5496967912564428,1.3010781268911036,-3.3161670656281057
127,127.0,Staller2022_syntheticDBD,-1.082605937021916,0.5339036625832068,-3.3816457990413107,-1.5578154934189672,1.234687854891803,-3.255633161918432
128,128.0,Staller2022_syntheticDBD,-1.245897015534566,0.5967950380777678,-3.679201297230679,-1.6696692334233842,1.4099746652392808,-3.4292410937749693
129,129.0,Staller2022_syntheticDBD,-1.2587016073821737,0.5966435944751161,-3.7422609309220847,-1.6639438155096116,1.4015368853909782,-3.149555902182261
130,130.0,Staller2022_syntheticDBD,-1.249974286428668,0.5998530104180856,-3.67920129723068,-1.6837086743029686,1.393988553799274,-3.4292410937749693
131,131.0,Staller2022_syntheticDBD,-1.2217325733411857,0.58002680452831,-3.34221590844592,-1.6644374397395787,1.3209529215535183,-2.970351024968476
132,132.0,Staller2022_syntheticDBD,-1.2590030170395543,0.5946646495632512,-3.7866215050371332,-1.6976908642807753,1.3778539033280368,-3.5532655688498433
133,133.0,Staller2022_syntheticDBD,-1.255325974302448,0.5999373352579574,-3.789865750972576,-1.7011784206328422,1.374552532690844,-3.7806314818650932
134,134.0,Staller2022_syntheticDBD,-1.1276729839270003,0.7357079062322007,-3.7284466436774504,-1.6919634635670655,1.657821608849809,-3.690613486525809
135,135.0,Staller2022_syntheticDBD,-1.0086443108847636,0.5540838233504749,-3.713268671531843,-1.4852095301170725,1.5757733446336286,-3.5680266408230725
136,136.0,Staller2022_syntheticDBD,-1.1600239725807966,0.5724285596590817,-3.7885177435793764,-1.7654891230259346,1.3093200981780753,-4.129778240154614
137,137.0,Staller2022_syntheticDBD,-1.1364756585043165,0.7037745080321858,-3.6555308559447335,-1.4959682008442272,1.695025982056421,-3.166633470381912
138,138.0,Staller2022_syntheticDBD,-1.1940499055485436,0.5751885250869054,-3.786187676183606,-1.7761872497865143,1.2715784253006406,-4.111414233593445
139,139.0,Staller2022_syntheticDBD,-1.1568822192323467,0.8178348648074553,-3.731906758930116,-1.6644528345840426,1.7211866364460742,-3.695874353963056
140,140.0,Staller2022_syntheticDBD,-1.3138082396170698,0.6955859337947033,-4.17723787914021,-1.768458097645027,1.4649372803403915,-3.7553943875462092
141,141.0,Staller2022_syntheticDBD,-1.158773750918107,0.6590625833729942,-3.7539824207937578,-1.7133253316857793,1.487601451432671,-3.8631650224066956
142,142.0,Staller2022_syntheticDBD,-1.1153083766024114,0.5617803264618073,-3.676463422568377,-1.3992077920869321,1.5393164520327738,-3.310315839024753
143,143.0,Staller2022_syntheticDBD,-1.2634776910658132,0.6659491266084645,-3.7065103537043407,-1.7159227909057644,1.5275674356793227,-3.5303705896394
144,144.0,Staller2022_syntheticDBD,-1.2748576941711989,0.711709697263552,-3.7152829203369473,-1.7197353397797588,1.6214117807202086,-3.585746269940101
145,145.0,Staller2022_syntheticDBD,-1.3099452504984934,0.6933654770642189,-4.1697414903083265,-1.7579005704296453,1.4681708486284384,-3.700194517261579
146,146.0,Staller2022_syntheticDBD,-0.9753286629974335,0.582536346122572,-3.732012504199952,-1.5736484851761454,1.3174737968351344,-3.6966861761794814
147,147.0,Staller2022_syntheticDBD,-1.1686888232153914,0.7427497597683294,-3.713271888450887,-1.5828342622560967,1.9414824876944334,-3.587434217449548
148,148.0,Staller2022_syntheticDBD,-1.279648761647288,0.6866715427881857,-4.391321442410812,-1.7736259524120326,1.3759651401934863,-4.368100077323454
149,149.0,Staller2022_syntheticDBD,-1.2430173944667091,0.6344627153227911,-4.085005148249954,-1.7528261398936789,1.3767159497923234,-4.212584707998886
150,150.0,Staller2022_syntheticDBD,-1.305257716272742,0.8153838140067744,-3.736460407145492,-1.7584816633182323,1.7385801583965848,-3.7531010647033796
151,151.0,Staller2022_syntheticDBD,-1.315449240537657,0.6850767972512768,-3.853622570917257,-2.037333318363342,1.4216520268375044,-4.568779289934389
152,152.0,Staller2022_syntheticDBD,-1.2533662778913504,0.5943473028771312,-3.814292679863666,-1.709644879698646,1.3683613306718705,-3.8431076407212093
153,153.0,Staller2022_syntheticDBD,-1.2229100300846387,0.5935155132957335,-3.7119009515423587,-1.6911542338230834,1.364861331741855,-3.6930792841603584
154,154.0,Staller2022_syntheticDBD,-1.2210620673222377,0.6319581594467407,-3.783162806819655,-1.75727623111514,1.7224251851918209,-4.087716193607228
155,155.0,Staller2022_syntheticDBD,-1.2239938105557064,0.5934434096480332,-3.7861876761836046,-1.7636592951630148,1.3116267670268213,-4.111414233593443
156,156.0,Staller2022_syntheticDBD,-1.1739665327483224,0.7404728052816736,-3.748038427335692,-1.686998183821158,1.8424826724567558,-3.8165807646506877
157,157.0,Staller2022_syntheticDBD,-1.252859125020967,0.6109408082243191,-3.7715980495287327,-1.7148640332266132,1.3841189125816091,-3.832292475630153
158,158.0,Staller2022_syntheticDBD,-1.2573782910948756,0.6018601899662291,-3.777380428174194,-1.7419397224327018,1.3738297248986175,-3.9600043346186897
159,159.0,Staller2022_syntheticDBD,-1.2779321094007228,0.6003528712199858,-3.274248406965187,-1.637656105093326,1.2803588235810377,-2.958386881614679
160,160.0,Staller2022_syntheticDBD,-1.2549702703567953,0.5993025027126241,-3.772643938924163,-1.6453183615453801,1.3758765180985189,-3.1609948558641516
161,161.0,Staller2022_syntheticDBD,-1.2517876957114562,0.6158225182147431,-3.766568142982528,-1.696906124810783,1.3733718070163792,-3.5414166779531904
162,162.0,Staller2022_syntheticDBD,-1.2550879622686015,0.6065431210519344,-3.657813222882212,-1.6728256077238293,1.3669500725173864,-3.531405983664026
163,163.0,Staller2022_syntheticDBD,-1.1226997962461627,0.5085393085052837,-3.381234863969367,-1.621078828072211,1.1966346259674312,-3.499846521487232
164,164.0,Staller2022_syntheticDBD,-1.0876378347146871,0.5333303208771558,-3.381234863969367,-1.5757935086396475,1.247355563578622,-3.499846521487232
165,165.0,Staller2022_syntheticDBD,-1.2583171185034623,0.5991450076704296,-3.7836587693351214,-1.616020874307923,1.4203125619252666,-3.3191704047425166
166,166.0,Staller2022_syntheticDBD,-1.0771225214712525,0.5670612968053601,-3.3493013622058587,-1.4780890781340175,1.3014761300934932,-3.269764254821906
167,167.0,Staller2022_syntheticDBD,-1.2118529403611473,0.6124103803506037,-3.616569478619216,-1.6898020350418923,1.3727251747723554,-3.599543377348528
168,168.0,Staller2022_syntheticDBD,-1.1327854842033038,0.5961497206878315,-3.279605608867191,-1.470618847983165,1.4625986679591791,-2.729903647410186
169,169.0,Staller2022_syntheticDBD,-1.180862181879335,0.5904221602772425,-3.454112198205349,-1.5385235789062597,1.4017565721839504,-2.922258746676274
170,170.0,Staller2022_syntheticDBD,-1.2606607735046993,0.601632615904075,-3.785746885844522,-1.6719181020084224,1.377076342382369,-3.554194365541008
171,171.0,Staller2022_syntheticDBD,-1.088921655672728,0.552876415895075,-3.3724007255109267,-1.5531514629928853,1.2956147367231223,-3.4583469773997972
172,172.0,Staller2022_syntheticDBD,-1.0797452740050708,0.541317974638258,-3.364209534710861,-1.5613501983215057,1.2296669512716216,-3.3978130736901235
173,173.0,Staller2022_syntheticDBD,-1.2429922824938995,0.6038402628562867,-3.6617650329002296,-1.6732688806759446,1.404363071530763,-3.571421005546661
174,174.0,Staller2022_syntheticDBD,-1.2558125826770137,0.6038148143316411,-3.724824666591635,-1.6676047216867904,1.3961979411144747,-3.2917358139539523
175,175.0,Staller2022_syntheticDBD,-1.2470904601485284,0.6070672360908416,-3.6617650329002305,-1.6873217951072372,1.3884166278610786,-3.571421005546661
176,176.0,Staller2022_syntheticDBD,-1.2188577994305354,0.5873175447157771,-3.3247796441154707,-1.6680739452186895,1.315718101021357,-3.1125309367401677
177,177.0,Staller2022_syntheticDBD,-1.2561282431289038,0.6019553897507184,-3.7691852407066837,-1.7013174036934677,1.372322013743368,-3.695445480621535
178,178.0,Staller2022_syntheticDBD,-1.2556853732623023,0.6012483436410764,-3.7715383091663983,-1.7178485401916357,1.3622373398285266,-3.919436918029179
179,179.0,Staller2022_syntheticDBD,-1.1881494532425925,0.6567416412052949,-3.801951488108511,-1.8039297520694895,1.3598261679194263,-4.2191157138783275
180,180.0,Staller2022_syntheticDBD,-1.3483874737061616,0.7259139108820866,-4.1960102605336544,-1.867885053567898,1.5068152864361912,-4.161117954099078
181,181.0,Staller2022_syntheticDBD,-1.183833138851803,0.7150004328319488,-3.7122793871014723,-1.5556683885105476,1.724187614793234,-3.567377724779865
182,182.0,Staller2022_syntheticDBD,-1.3445737190932796,0.7197529560651562,-4.18781906973359,-1.8527731545519548,1.5095572156200912,-4.100584050389399
183,183.0,Staller2022_syntheticDBD,-1.2433641643450524,0.6475540491389642,-4.066677706443775,-1.7793072463957054,1.3841840936738752,-4.351390144162972
184,184.0,Staller2022_syntheticDBD,-1.2528303031359844,0.5949213763986336,-3.7959652380574886,-1.7226028630281507,1.3681760456232566,-3.9819130768852933
185,185.0,Staller2022_syntheticDBD,-1.2057147341733414,0.5856252749014914,-3.693573509736181,-1.6955381431584051,1.369494206259368,-3.831884720324444
186,186.0,Staller2022_syntheticDBD,-1.2122499075234117,0.7119817988982106,-3.7815599126434196,-1.7388706290056866,1.7156440858230098,-4.057807994902943
187,187.0,Staller2022_syntheticDBD,-1.2515146304221827,0.615570844399812,-3.759944163843744,-1.759528414917794,1.37359528350054,-4.102184246390381
188,188.0,Staller2022_syntheticDBD,-1.1931173425991575,0.7123181147969281,-3.761254929872529,-1.7025221998664462,1.833477842952562,-3.9124980143605903
189,189.0,Staller2022_syntheticDBD,-1.280130728580242,0.5596485099261602,-3.2965135647207644,-1.6166536735695551,1.2441687540715303,-3.305644952523325
190,190.0,Staller2022_syntheticDBD,-1.2551840677775445,0.6078984068466289,-3.7657265424892032,-1.7766324687966502,1.3820101542554049,-4.229896105378918
191,191.0,Staller2022_syntheticDBD,-1.255765827544359,0.6047817179912829,-3.7840044073129775,-1.677940582402295,1.3694421917143909,-3.399236766181497
