,Prot1,Prot2,Attractive e (mf),Repulsive e (mf),Total e (mf),Attractive e (cf),Repulsive e (cf),Total e (cf)
41,41.0,Staller2022_syntheticDBD,-4.128327723361948,,-4.568136463695492,-7.374381348080131,,-9.534569584999172
42,42.0,Staller2022_syntheticDBD,-4.582222540989844,,-4.2840913930872055,-3.903544481766813,0.7601023873418153,-3.7419462656205518
43,43.0,Staller2022_syntheticDBD,-3.293406050525661,,-4.0150665206525895,-6.574656066204728,,-8.757665219517062
44,44.0,Staller2022_syntheticDBD,-2.7025019923538554,,-3.902098137211011,-3.3277408457134086,0.39251043882178444,-5.3863726949518025
45,45.0,Staller2022_syntheticDBD,-3.4186633077157214,,-4.321095194182215,-5.424709879865397,,-7.753994136732672
46,46.0,Staller2022_syntheticDBD,-3.453487591625069,,-3.67820538686653,-4.7286244860145805,,-6.313399178381122
47,47.0,Staller2022_syntheticDBD,-3.485976400182885,,-5.2380234287869385,-5.1557982188607605,0.22370628968108083,-7.25368657661976
48,48.0,Staller2022_syntheticDBD,-4.225056316226735,,-5.482462168208129,-5.590967651971245,,-7.028195134475158
49,49.0,Staller2022_syntheticDBD,-3.5224897618098776,,-5.930510427793315,-5.708625853851525,,-8.741139937331873
50,50.0,Staller2022_syntheticDBD,-4.8833584759256246,,-5.8844430013917295,-3.099853685690245,0.482443444497746,-3.877766464761809
51,51.0,Staller2022_syntheticDBD,-3.2974737063659894,,-4.420322972188798,-4.6964821897241285,,-6.521734871099774
52,52.0,Staller2022_syntheticDBD,-3.0499931208700013,,-7.386106619274159,-3.946245697917192,,-6.735756013141845
53,53.0,Staller2022_syntheticDBD,-3.135050153152507,,-4.072741723539248,-3.492287346989753,0.3214914607995149,-5.033527808962962
54,54.0,Staller2022_syntheticDBD,-2.6530214333436515,,-4.565039125092202,-4.239221358332523,,-6.2289984550793704
55,55.0,Staller2022_syntheticDBD,-2.2177334694299335,,-3.0278392581897995,-3.7331031800858545,,-4.871737585954332
56,56.0,Staller2022_syntheticDBD,-3.613907316402622,,-5.837030450223814,-4.228408076737512,,-6.958238674107896
57,57.0,Staller2022_syntheticDBD,-2.8968956233564582,,-4.223640891312531,-4.320193368299662,,-5.027619543823484
58,58.0,Staller2022_syntheticDBD,-3.041299765704646,,-4.08971467743995,-5.311889827507508,,-6.637042171596796
59,59.0,Staller2022_syntheticDBD,-3.30260731544242,,-4.831218786295016,-4.642763133030691,,-5.8425419035581
60,60.0,Staller2022_syntheticDBD,-4.911326308280553,,-10.185832851011703,-6.741904043287852,,-15.080447655095185
61,61.0,Staller2022_syntheticDBD,-3.7650886630357396,,-6.8739874468147475,-3.6702998555925705,,-6.967046560377437
62,62.0,Staller2022_syntheticDBD,-3.8167942877675576,,-4.640265499786243,-3.4132557120043376,,-5.022215222331628
63,63.0,Staller2022_syntheticDBD,-2.4758627965023727,,-3.4372578414094868,-3.447080958164556,,-5.571624411342555
64,64.0,Staller2022_syntheticDBD,-5.072952963562864,,-7.104751618162911,-4.685828788729781,,-6.724222473759031
65,65.0,Staller2022_syntheticDBD,-3.87010554873206,,-6.486717388693904,-4.468013695396391,,-6.970468477345985
66,66.0,Staller2022_syntheticDBD,-3.0087537030563656,,-4.083554617323297,-4.864372752312477,,-7.107058225379351
67,67.0,Staller2022_syntheticDBD,-4.636397620572897,,-5.089288985185915,-5.194981084635554,,-5.35518609393651
68,68.0,Staller2022_syntheticDBD,-4.604641605094038,,-7.554404876667228,-4.770752594890192,0.22575438964826153,-9.607960104273374
69,69.0,Staller2022_syntheticDBD,-3.8784565797280135,,-4.572951990527267,-4.355164763232689,0.1530910460725972,-4.999343208592805
70,70.0,Staller2022_syntheticDBD,-2.8980401226408037,,-5.798601609179441,-3.8089259963378415,0.4865913791678079,-5.268801099283522
71,71.0,Staller2022_syntheticDBD,-4.083018603473164,,-5.080308382837036,-5.188026518551697,,-6.835616981499442
72,72.0,Staller2022_syntheticDBD,-4.703330150345099,,-5.614265454362059,-5.693697641115696,,-7.841577898355929
73,73.0,Staller2022_syntheticDBD,-3.162329823161342,,-4.536835619427037,-4.157084419669814,,-5.0790635896228515
74,74.0,Staller2022_syntheticDBD,-3.277543252261292,,-5.843136875932944,-5.024157716448333,,-9.28916268115131
75,75.0,Staller2022_syntheticDBD,-3.917059234738806,,-7.917013234673012,-5.325939133175509,,-12.653687687963803
76,76.0,Staller2022_syntheticDBD,-4.440456104099234,,-5.321295594198858,-4.308496410317853,,-5.547750653987535
77,77.0,Staller2022_syntheticDBD,-3.5396908802676585,,-4.6881240533536435,-3.670266618308829,0.3411432014234839,-4.790112518931636
78,78.0,Staller2022_syntheticDBD,-3.9491350931740925,,-4.569761318066217,-2.6926335596796,0.7285563028248767,-2.5150220586711143
79,79.0,Staller2022_syntheticDBD,-3.3324925062197526,,-4.6819295719772,-4.056751110627949,0.14028365413074578,-4.633296027116561
80,80.0,Staller2022_syntheticDBD,-2.694001425558113,,-3.6088129923376098,-2.4789942126858113,0.5715795756544917,-3.3531532767363785
81,81.0,Staller2022_syntheticDBD,-3.335838606602293,,-3.801886277294969,-4.259845092931188,,-5.598127587554444
82,82.0,Staller2022_syntheticDBD,-3.5099549126365037,,-4.22698170295467,-5.161159726528773,,-6.563820714827436
83,83.0,Staller2022_syntheticDBD,-4.269427633251674,,-5.603288446066102,-3.9239440281688065,,-6.4998981130095
84,84.0,Staller2022_syntheticDBD,-2.619689487756883,,-3.7676855641730826,-4.30885933643114,,-6.139878756629713
85,85.0,Staller2022_syntheticDBD,-3.3166086972712177,,-4.118204437541879,-3.1698519995622885,0.0522574805681999,-4.827894643916313
86,86.0,Staller2022_syntheticDBD,-4.171543733729408,,-5.811754793899227,-6.631906159297569,,-8.968163451696892
87,87.0,Staller2022_syntheticDBD,-3.8157526912357045,,-5.427936117824883,-5.60063568940645,,-8.842832651621478
88,88.0,Staller2022_syntheticDBD,-3.3652380553163033,,-5.89979965491815,-5.729567240418491,,-8.988484583910132
89,89.0,Staller2022_syntheticDBD,-6.314798060100342,,-7.13413351420249,-4.720858463136558,0.02482950757126856,-5.739771826745709
90,90.0,Staller2022_syntheticDBD,-4.072468901637757,,-4.800557921816374,-4.659956426761605,,-6.066889795848212
91,91.0,Staller2022_syntheticDBD,-2.997443968615555,,-4.6235368896365205,-3.248348210805236,0.3310850069807823,-5.845548657156087
92,92.0,Staller2022_syntheticDBD,-3.2335841864607446,,-4.857655834419614,-4.599317061508413,,-6.256443423580347
93,93.0,Staller2022_syntheticDBD,-3.07735726919314,,-3.6474184272541708,-4.453812708464177,,-5.71543956032729
94,94.0,Staller2022_syntheticDBD,-5.291354832357543,,-10.604719856715944,-3.480810387840272,0.6160987816429253,-8.141853636313677
95,95.0,Staller2022_syntheticDBD,-4.428760961737571,,-6.998583416647936,-3.487647358527537,0.32738699680191835,-5.392304511190108
96,96.0,Staller2022_syntheticDBD,-4.11405528860743,,-4.959238739269782,-2.6738761534831053,0.7325124639683481,-4.466999262897296
97,97.0,Staller2022_syntheticDBD,-3.669373204905492,,-5.8950528637628565,-3.4444881450182674,0.3251907870124629,-4.7617156758495085
98,98.0,Staller2022_syntheticDBD,-4.025015948875578,,-5.794453633459009,-3.4350519929609975,0.3069406510883527,-4.821641277512711
99,99.0,Staller2022_syntheticDBD,-3.3880380171055267,,-4.814082286309513,-4.375570296830238,,-6.133076128681896
100,100.0,Staller2022_syntheticDBD,-2.099636511067859,,-2.8346288526770627,-3.200069736906883,,-4.375115768636249
101,101.0,Staller2022_syntheticDBD,-3.8051318810793995,,-5.393905365542026,-3.5420142208767427,0.2966098228831721,-4.776236462195634
102,102.0,Staller2022_syntheticDBD,-3.551859042250891,,-4.451911918509671,-5.835347253153144,,-7.711549471959156
103,103.0,Staller2022_syntheticDBD,-3.814964215087704,,-4.537320082916105,-5.194568753970055,,-6.467605221200536
104,104.0,Staller2022_syntheticDBD,-4.009171560571611,,-4.987212944455415,-3.9727532302397313,,-5.544523475262359
105,105.0,Staller2022_syntheticDBD,-2.1789869437529483,,-3.3287962709248307,-2.6671579293499716,0.450563112396376,-5.166565099316546
106,106.0,Staller2022_syntheticDBD,-3.512119961920563,,-5.625922627186442,-3.3761951764394644,0.5481009740020286,-6.4551610528401575
107,107.0,Staller2022_syntheticDBD,-2.7851059708458994,,-3.9884367339500937,-3.1679792356543257,,-4.110933355916416
108,108.0,Staller2022_syntheticDBD,-4.75415673780208,,-6.996021060905987,-4.547332078122318,0.6323570861661183,-8.783584746161239
109,109.0,Staller2022_syntheticDBD,-3.825196250033587,,-5.115837240035443,-5.785147491256321,,-8.11341608752851
110,110.0,Staller2022_syntheticDBD,-3.9785718342762304,,-5.558299162179342,-3.1405054322119375,0.5402396116200936,-5.42408089996043
111,111.0,Staller2022_syntheticDBD,-3.435747642049169,,-5.693375646766283,-3.721427392412232,,-6.586502398755659
112,112.0,Staller2022_syntheticDBD,-3.0030137817246314,,-4.29814828445111,-3.5479035645234442,0.12853612834008007,-5.010058935924032
113,113.0,Staller2022_syntheticDBD,-4.0966145274039985,,-5.8155195971764115,-6.229675454467138,,-8.05534307674095
114,114.0,Staller2022_syntheticDBD,-3.005857776514227,,-4.42605172568372,-3.907831906810733,,-5.249761101115798
115,115.0,Staller2022_syntheticDBD,-3.7066677637158247,,-4.762465052336519,-3.7827065168421767,,-4.89439560938445
116,116.0,Staller2022_syntheticDBD,-2.9461282904999484,,-3.9671016805927124,-5.619742202989515,,-7.286859203982544
117,117.0,Staller2022_syntheticDBD,-4.330920448334433,,-5.103281307874145,-2.854329225452719,0.5383518135238519,-4.791554171156925
118,118.0,Staller2022_syntheticDBD,-3.234329108844306,,-5.812346193680146,-4.94693669771872,,-8.184990664948145
119,119.0,Staller2022_syntheticDBD,-3.800443780007401,,-4.51079276701953,-6.097979015258038,,-7.805271053305688
120,120.0,Staller2022_syntheticDBD,-3.853178800423299,,-5.762490954653114,-4.4550198272611565,,-7.843492556014265
121,121.0,Staller2022_syntheticDBD,-2.6518801438119826,,-5.909602518978502,-2.5481333675850633,0.8634196481248335,-6.643834860519799
122,122.0,Staller2022_syntheticDBD,-4.2593735575180105,,-5.599015190228633,-5.379346244579991,,-7.662359867351842
123,123.0,Staller2022_syntheticDBD,-3.9379976897393303,,-5.9424472376693505,-5.370841154411907,,-9.73607979441594
124,124.0,Staller2022_syntheticDBD,-2.6846971414069936,,-3.852858330101684,-3.429939889914526,0.38830732100237064,-5.422580873653768
125,125.0,Staller2022_syntheticDBD,-3.132259993813063,,-5.32951840643139,-3.4423367941742105,0.32455833550452146,-7.8811591863105726
126,126.0,Staller2022_syntheticDBD,-4.261512874671141,,-6.6022219508249105,-4.915474881063351,,-8.178270810804868
127,127.0,Staller2022_syntheticDBD,-3.6100686339011867,,-4.696536767799635,-4.720379113418918,,-5.837108362565374
128,128.0,Staller2022_syntheticDBD,-2.752593302655603,,-5.169453492796184,-4.421370707106051,,-6.758679475150668
129,129.0,Staller2022_syntheticDBD,-4.449426403206378,,-5.0296963212044785,-6.618275840689904,,-7.690501480087438
130,130.0,Staller2022_syntheticDBD,-2.527428955197019,,-3.532423045894074,-5.285994286046275,,-6.999490801612428
131,131.0,Staller2022_syntheticDBD,-2.42810631165829,,-5.17359613904471,-4.800042344559878,,-9.391023341626116
132,132.0,Staller2022_syntheticDBD,-2.599324624961208,,-3.2473262609787072,-3.9556091649476337,,-5.845841919909624
133,133.0,Staller2022_syntheticDBD,-2.9725016352111697,,-4.4111943633079935,-3.8739981279521465,,-5.783911239720922
134,134.0,Staller2022_syntheticDBD,-3.768737115819952,,-4.732803949104461,-5.028429034962068,,-7.852358266457053
135,135.0,Staller2022_syntheticDBD,-3.584277422592976,,-4.779751585353076,-5.533069156105676,,-7.37843131478725
136,136.0,Staller2022_syntheticDBD,-2.66901907612284,,-3.810196663575649,-2.8857911088528545,0.37369030990235075,-4.404017956756576
137,137.0,Staller2022_syntheticDBD,-3.35758182553323,,-5.2286745384679305,-3.721388355220809,0.0397158561680571,-6.860925241904411
138,138.0,Staller2022_syntheticDBD,-3.4614966707504826,,-5.615851022514782,-4.546082781125062,,-8.453074458937508
139,139.0,Staller2022_syntheticDBD,-2.7917086195291443,,-4.018851850956071,-4.006915503217727,,-5.333000575166224
140,140.0,Staller2022_syntheticDBD,-4.321604955244817,,-3.681508263758344,-4.45356615082149,0.45390281725977505,-3.8971132231272563
141,141.0,Staller2022_syntheticDBD,-2.917928603868557,,-6.243899279580207,-3.9550684701690177,,-9.129594311149134
142,142.0,Staller2022_syntheticDBD,-3.7229435132497186,,-5.889834123648834,-5.308643147461594,,-9.261775983101252
143,143.0,Staller2022_syntheticDBD,-4.432475510070815,,-5.751169973715339,-3.9328357089537183,,-6.239735442857615
144,144.0,Staller2022_syntheticDBD,-4.979678319502626,,-5.964530070739985,-4.288299428948173,0.6331013442750357,-5.348714016408039
145,145.0,Staller2022_syntheticDBD,-2.8217093505931397,,-4.15951681649291,-5.1902839966996055,,-7.7917773826272345
146,146.0,Staller2022_syntheticDBD,-3.9892288077599636,,-4.808045346984097,-4.187959963486401,,-4.708265291521986
147,147.0,Staller2022_syntheticDBD,-2.420338215427853,,-3.738039687634539,-4.479120507919061,,-6.052636073998666
148,148.0,Staller2022_syntheticDBD,-4.260537969481174,,-5.570186696783929,-4.8950690419696965,,-6.300753641955545
149,149.0,Staller2022_syntheticDBD,-4.896069777203336,,-6.135671055691096,-4.686289090750574,,-6.472109578178145
150,150.0,Staller2022_syntheticDBD,-3.2678857561102834,,-5.581629131611628,-5.0848578282952825,,-8.697527421434511
151,151.0,Staller2022_syntheticDBD,-2.1453855105560193,0.08339221648647589,-2.4759093034723554,-3.041563631648919,0.4844551311405994,-4.650998275394244
152,152.0,Staller2022_syntheticDBD,-3.6039884274069536,,-7.2755201400629765,-5.538007723312033,,-11.281972709186014
153,153.0,Staller2022_syntheticDBD,-3.2596660504437143,,-6.3778784471611605,-4.906261612122745,,-8.997252001809635
154,154.0,Staller2022_syntheticDBD,-2.493555433969865,,-5.9101926291704086,-4.312823632607448,,-8.751570460164352
155,155.0,Staller2022_syntheticDBD,-2.7283900515379935,,-7.665022074868359,-4.720241059299443,,-11.02610107145696
156,156.0,Staller2022_syntheticDBD,-3.297911811558522,,-6.215757648545145,-5.393259033209222,0.0600406469859473,-9.863829163306846
157,157.0,Staller2022_syntheticDBD,-2.8454331490181692,,-5.8629882079379545,-4.650066331607506,0.16541609914499306,-9.85539458448332
158,158.0,Staller2022_syntheticDBD,-3.2794186131915586,,-5.510269584410701,-3.0999911332662813,0.32455833550452146,-6.41546511963222
159,159.0,Staller2022_syntheticDBD,-2.652601904517249,,-7.461968940851692,-4.882990540349974,,-10.991066490737062
160,160.0,Staller2022_syntheticDBD,-2.8494613855028263,0.920230828746292,-7.141859079983355,-3.7601192479124412,0.7795313061597721,-13.085584453401736
161,161.0,Staller2022_syntheticDBD,-0.8536035993666645,0.33234002160727943,-1.761142233059143,-1.2471003311683906,1.04821455469221,-1.2857167795000617
162,162.0,Staller2022_syntheticDBD,-0.630545263701606,0.4920129369947366,-0.9477938487247908,-1.0949067163284574,0.7137791258098353,-3.5688900351577235
163,163.0,Staller2022_syntheticDBD,-1.8956382185390859,0.03522296269810771,-1.9582178917008584,-3.170565971065411,0.19097959659565653,-4.573758975616503
164,164.0,Staller2022_syntheticDBD,-2.054091695838215,,-7.610512822990842,-3.490724352914108,0.28488630755280825,-13.709781511831153
165,165.0,Staller2022_syntheticDBD,-2.951193237603886,,-6.913342389270358,-5.206502867153962,,-11.68082703743729
166,166.0,Staller2022_syntheticDBD,-3.2910869086383134,0.37609648054763073,-7.018307445053633,-3.3424000606025355,0.22417848322593445,-10.749731730640946
167,167.0,Staller2022_syntheticDBD,-1.7072368032706475,0.06750696476395592,-5.954186936069846,-3.19913045680968,0.17001363078104015,-7.382895740768177
168,168.0,Staller2022_syntheticDBD,-2.2524147258774927,0.22827256791941355,-6.4934696238644545,-3.6500206254521324,0.10627454164749814,-12.470236521143057
169,169.0,Staller2022_syntheticDBD,-2.2565814800484696,0.004635769559838326,-5.255494702469788,-4.22794822224169,0.18025015681028034,-9.543472846384134
170,170.0,Staller2022_syntheticDBD,-2.431050651334258,,-3.5383979835041677,-4.80562297184542,,-6.544314570032874
171,171.0,Staller2022_syntheticDBD,-4.289311457561819,,-4.408439961697843,-6.8241539309382,,-7.419763840061709
172,172.0,Staller2022_syntheticDBD,-0.3478287971296887,0.2906920146451063,0.45805952056318056,-0.670870586537488,0.44489012667757294,0.3097151340054971
173,173.0,Staller2022_syntheticDBD,-1.14203578355369,0.09085492599128622,-1.2388380591574872,-3.0439486127256083,,-4.248314714457862
174,174.0,Staller2022_syntheticDBD,-0.38577301226585775,0.20107476941066998,-0.6297218906609867,-0.9274909920222454,0.5838440668548404,-1.114860264376393
175,175.0,Staller2022_syntheticDBD,-0.3154747988793628,0.34188294642417094,0.17380977328420322,-1.8451495996229053,,-2.943961095694494
176,176.0,Staller2022_syntheticDBD,-0.6967059650018574,0.4335028167472625,-0.10105798457598603,-1.0329385768107326,0.2575565542565842,-1.7036080921660286
177,177.0,Staller2022_syntheticDBD,-0.3736549796037478,0.9259636473385133,1.145536650084015,-1.7061295796369944,0.42321838775823006,-3.5847895048029237
178,178.0,Staller2022_syntheticDBD,-0.025146717768882377,0.7292070842819447,0.5316126240737802,-1.1098019740157534,0.21176487536977404,-1.0375172556722774
179,179.0,Staller2022_syntheticDBD,-0.11758212769530099,0.544130336036741,0.6118555410242106,-1.1089494345153559,0.29170975174863356,-1.569417694976977
180,180.0,Staller2022_syntheticDBD,-2.232283490905918,,-2.234918006781653,-4.156573588823018,,-5.952787997829958
181,181.0,Staller2022_syntheticDBD,-1.3399958544247752,,-1.4782283772094216,-3.7757484966921906,,-4.718062526459576
182,182.0,Staller2022_syntheticDBD,-0.17598337482808143,0.5357401827107731,-0.029173075381342173,-1.0054772246237682,0.5506018300061544,-0.44958644248450597
183,183.0,Staller2022_syntheticDBD,-0.04274800603752588,0.8193707505725502,0.942624480529398,-0.46203367130764367,0.4872518323945426,0.000949119930240272
184,184.0,Staller2022_syntheticDBD,-1.4031912692315378,0.06209979017694335,-2.180768692035473,-1.9432245213291846,0.4612090126500344,-2.4697636278552757
185,185.0,Staller2022_syntheticDBD,-0.3828225482412685,0.22745190032111512,-1.1701856028114426,-1.4747594142404035,0.20715640321329867,-3.439716631717978
186,186.0,Staller2022_syntheticDBD,-0.30015718316109774,1.6539809493892454,1.5686320058603531,-0.7951417541058778,0.5050534976641271,-1.910517753258759
187,187.0,Staller2022_syntheticDBD,-0.1658447366229869,0.8061538089282217,1.1218754159046078,-1.083193393078512,0.23634699623049876,-1.0372943183218482
188,188.0,Staller2022_syntheticDBD,-1.8938176043991484,,-2.493380505873942,-2.8171584153710754,,-4.801248543443823
189,189.0,Staller2022_syntheticDBD,,1.587327902241584,1.5395166124696056,-0.8038039018333585,0.4392958650794927,-1.0604827880208063
190,190.0,Staller2022_syntheticDBD,-1.3522032729943405,,-3.902151518708447,-2.7355656440407525,0.25882059832915005,-7.067236464916281
191,191.0,Staller2022_syntheticDBD,-0.28797877687879664,0.4224486359788615,0.5871984095510268,-1.0048869705463865,0.3110990330589415,-1.6310558864354405
192,192.0,Staller2022_syntheticDBD,-0.22893435014742441,0.7200567669853306,0.9059835548374604,-1.4228374796031473,0.24507322882263818,-2.613960126813488
193,193.0,Staller2022_syntheticDBD,-0.2868035985398512,0.8259738144354355,0.807491568210402,-0.3786351340416079,0.7105716073788299,0.47017085083160026
194,194.0,Staller2022_syntheticDBD,,2.2732121241618106,2.1617049255179666,-1.1696295199905773,0.35420899343894235,-3.6514615003411777
195,195.0,Staller2022_syntheticDBD,-1.03617929061247,0.6850476123316678,-2.942890021113147,-3.5204806011334777,,-10.236609867565058
196,196.0,Staller2022_syntheticDBD,-1.0955285607937844,0.13651598978983945,-1.3372943594422866,-1.7640925702490988,0.32052559049812906,-2.5530708169973693
197,197.0,Staller2022_syntheticDBD,-0.2631421766162825,0.15933649376301753,0.7251805437741119,-1.3362966900628397,0.23634251288356203,-1.3208075658965726
198,198.0,Staller2022_syntheticDBD,-0.5447289649900167,1.7867507922059813,3.0550682438032517,-0.7938751603358418,0.588859494893028,0.20379504604550291
199,199.0,Staller2022_syntheticDBD,-1.1570295985842745,,-1.5839722971609262,-3.2915152453442786,,-4.526987062114195
200,200.0,Staller2022_syntheticDBD,-0.5335354362710689,0.34408266834064516,-0.5640663718816494,-1.5736477352343277,0.23106542552487971,-3.1096646942896164
201,201.0,Staller2022_syntheticDBD,-0.5606282402563708,0.2887183274771273,-1.0213430946483637,-1.9727360067336017,0.008460253348844565,-4.391929288780624
202,202.0,Staller2022_syntheticDBD,-0.12377983748388326,1.247913505492997,1.9863719867790444,-3.326053419830218,,-6.204850222569252
203,203.0,Staller2022_syntheticDBD,,1.8855954362653031,2.0847767377793875,-1.4216113947359617,0.2029033556372126,-2.425619676279382
204,204.0,Staller2022_syntheticDBD,-0.16424209096327197,0.8989542773259438,1.039532751067009,-1.8850121180168153,0.0731100362725701,-3.8290696238200077
205,205.0,Staller2022_syntheticDBD,,1.7176129806919371,2.041278058660744,-0.6458691165076503,0.3834417163901001,-2.377090903709643
206,206.0,Staller2022_syntheticDBD,-0.20839660140456107,0.5464335277816502,-0.14872220988568152,-1.193159842702234,0.675265921483744,-2.200064149978985
207,207.0,Staller2022_syntheticDBD,,2.6242889504905436,2.370995294260883,-0.6749897428976366,1.4660305726119065,0.4099575895116736
208,208.0,Staller2022_syntheticDBD,,1.269158145538171,1.2607589669995765,-0.3675428374799844,1.041918366594275,0.6049007639842152
209,209.0,Staller2022_syntheticDBD,-0.2033244050038372,0.8745795746514159,0.9404926355518075,-0.8703141830065888,0.3065058367936423,-3.04339805911156
210,210.0,Staller2022_syntheticDBD,-0.1641773097433321,1.122920093250493,1.533836339017931,-2.5730319501174352,,-4.921607577326903
211,211.0,Staller2022_syntheticDBD,-2.005356625653172,,-2.0089719796518573,-3.099575662587093,,-3.0350014605891893
212,212.0,Staller2022_syntheticDBD,-1.292256626982248,,-1.7395672243473523,-1.9358725398369545,0.36406960193484633,-2.4186053961553817
213,213.0,Staller2022_syntheticDBD,-0.43715096057101616,0.4183759072165698,-0.18339696840258135,-0.8521905542684178,0.6698254267914152,-1.2970319294677957
214,214.0,Staller2022_syntheticDBD,-0.867426649140883,,-1.121665326352952,-2.50140025388254,,-4.194345748264187
215,215.0,Staller2022_syntheticDBD,-0.11019741657766684,1.3470593014449985,1.4709568937952664,-0.863018506390877,0.27400231560158533,-0.49242409964301004
